time a b c w1 w2
0.0 0.0 0.0 0.0 0.0 0.0
1.757812428601624e-06 1.0832566022872925 1.0832566022872925 1.0832566022872925 1.757988202426422e-23 1.757988202426422e-23
1.7648476783160305e-06 1.0055341720581055 1.0055341720581055 1.0055341720581055 1.7650242106122693e-23 1.7650242106122693e-23
1.7789181777448437e-06 0.9905999898910522 0.9905999898910522 0.9905999898910522 1.7790960692117828e-23 1.7790960692117828e-23
1.8070591766024704e-06 0.984626293182373 0.984626293182373 0.984626293182373 1.8072399441829907e-23 1.8072399441829907e-23
0.00013281055255599797 0.984626293182373 0.984626293182373 0.984626293182373 1.3282383013875093e-21 1.3282383013875093e-21
0.00026381985277929004 0.984626293182373 0.984626293182373 0.984626293182373 2.6384624023353322e-21 2.6384624023353322e-21
0.0005258384532258742 0.984626293182373 0.984626293182373 0.984626293182373 -5.940464564702097e-09 -5.940464564702097e-09
0.001 0.984626293182373 0.984626293182373 0.984626293182373 -3.338123377716329e-08 -3.338123377716329e-08
29.999999999999996 0.984626293182373 0.984626293182373 0.984626293182373 -3.338137588571044e-08 -3.338137588571044e-08
30.000099999999996 0.984626293182373 0.984626293182373 0.984626293182373 -3.336203491244305e-08 -3.336203491244305e-08
30.0003 0.984626293182373 0.984626293182373 0.984626293182373 -3.334292841827846e-08 -3.334292841827846e-08
30.0007 0.984626293182373 0.984626293182373 0.984626293182373 -3.3332401727648175e-08 -3.3332401727648175e-08
30.001 0.984626293182373 0.984626293182373 0.984626293182373 -3.332787912313506e-08 -3.332787912313506e-08
59.99999999999999 0.984626293182373 0.984626293182373 0.984626293182373 -3.332787912313506e-08 -3.332787912313506e-08
60.000099999999996 0.984626293182373 0.984626293182373 0.984626293182373 -3.332787912313506e-08 -3.332787912313506e-08
60.000299999999996 0.984626293182373 0.984626293182373 0.984626293182373 -3.332787912313506e-08 -3.332787912313506e-08
60.000699999999995 0.984626293182373 0.984626293182373 0.984626054763794 -3.332787912313506e-08 -3.332787912313506e-08
60.001000000000005 0.984626293182373 0.984626293182373 0.9846255779266357 -3.332787912313506e-08 -3.332787912313506e-08
60.04192000000037 0.984626293182373 0.984626293182373 0.9842373728752136 -3.332787912313506e-08 -3.332787912313506e-08
60.082840000000736 0.984626293182373 0.984626293182373 0.9838322997093201 -3.332787912313506e-08 -3.332787912313506e-08
60.504381250002936 0.984626293182373 0.984626293182373 0.9788106679916382 -3.332787912313506e-08 -3.332787912313506e-08
60.680162500002936 0.984626293182373 0.984626293182373 0.9761872887611389 -3.332787912313506e-08 -3.332787912313506e-08
61.031725000002936 0.984626293182373 0.984626293182373 0.9696670174598694 -3.332787912313506e-08 -3.332787912313506e-08
61.37230117187793 0.984626293182373 0.984626293182373 0.9614506959915161 -3.332787912313506e-08 -3.332787912313506e-08
61.71287734375294 0.984626293182373 0.984626293182373 0.9503307342529297 -3.332787912313506e-08 -3.332787912313506e-08
62.064439843752936 0.984626293182373 0.984626293182373 0.9356927871704102 -3.332787912313506e-08 -3.332787912313506e-08
62.416002343752936 0.984626293182373 0.984626293182373 0.9173632264137268 -3.332787912313506e-08 -3.332787912313506e-08
62.591783593752936 0.984626293182373 0.984626293182373 0.9067217707633972 -3.332787912313506e-08 -3.332787912313506e-08
62.767564843752936 0.984626293182373 0.984626293182373 0.8950774669647217 -3.332787912313506e-08 -3.332787912313506e-08
62.943346093752936 0.984626293182373 0.984626293182373 0.8824594020843506 -3.332787912313506e-08 -3.332787912313506e-08
63.119127343752936 0.984626293182373 0.984626293182373 0.8689106106758118 -3.332787912313506e-08 -3.332787912313506e-08
63.294908593752936 0.984626293182373 0.984626293182373 0.8544743657112122 -3.332787912313506e-08 -3.332787912313506e-08
63.470689843752936 0.984626293182373 0.984626293182373 0.8392184972763062 -3.332787912313506e-08 -3.332787912313506e-08
63.646471093752936 0.984626293182373 0.984626293182373 0.8231967687606812 -3.332787912313506e-08 -3.332787912313506e-08
63.822252343752936 0.984626293182373 0.984626293182373 0.8064250349998474 -3.332787912313506e-08 -3.332787912313506e-08
63.998033593752936 0.984626293182373 0.984626293182373 0.7889487147331238 -3.332787912313506e-08 -3.332787912313506e-08
64.17381484375294 0.984626293182373 0.984626293182373 0.7708536386489868 -3.332787912313506e-08 -3.332787912313506e-08
64.34959609375294 0.984626293182373 0.984626293182373 0.7521991729736328 -3.332787912313506e-08 -3.332787912313506e-08
64.52537734375294 0.984626293182373 0.984626293182373 0.733012318611145 -3.332787912313506e-08 -3.332787912313506e-08
64.70115859375294 0.984626293182373 0.984626293182373 0.7133324146270752 -3.332787912313506e-08 -3.332787912313506e-08
64.87693984375294 0.984626293182373 0.984626293182373 0.6932041645050049 -3.332787912313506e-08 -3.332787912313506e-08
65.22850234375294 0.984626293182373 0.984626293182373 0.6516996026039124 -3.332787912313506e-08 -3.332787912313506e-08
65.40428359375294 0.984626293182373 0.984626293182373 0.6303780674934387 -3.332787912313506e-08 -3.332787912313506e-08
65.58006484375294 0.984626293182373 0.984626293182373 0.608725368976593 -3.332787912313506e-08 -3.332787912313506e-08
65.75584609375294 0.984626293182373 0.984626293182373 0.5867719054222107 -3.332787912313506e-08 -3.332787912313506e-08
66.10740859375294 0.984626293182373 0.984626293182373 0.5420806407928467 -3.332787912313506e-08 -3.332787912313506e-08
66.45897109375294 0.984626293182373 0.984626293182373 0.4964430332183838 -3.332787912313506e-08 -3.332787912313506e-08
66.98631484375292 0.984626293182373 0.984626293182373 0.4263957142829895 -3.332787912313506e-08 -3.332787912313506e-08
