time a b c w1 w2
0.0 0.0 0.0 0.0 0.0 0.0
0.00014062499775757686 1.0 1.0 1.0 1.4063906124282356e-21 1.4063906124282356e-21
0.00028124999551515373 1.0 1.0 1.0 -5.556874516088328e-09 -5.556874516088328e-09
0.0005624999910303075 1.0 1.0 1.0 -2.3201602417088907e-08 -2.3201602417088907e-08
0.001 1.0 1.0 1.0 -3.338055520885064e-08 -3.338055520885064e-08
29.999999999999996 1.0 1.0 1.0 -3.338031717703416e-08 -3.338031717703416e-08
30.000099999999996 1.0 1.0 1.0 -3.3361402529408224e-08 -3.3361402529408224e-08
30.0003 1.0 1.0 1.0 -3.334272946631245e-08 -3.334272946631245e-08
30.0007 1.0 1.0 1.0 -3.333247988734911e-08 -3.333247988734911e-08
30.001 1.0 1.0 1.0 -3.332809939138315e-08 -3.332809939138315e-08
59.99999999999999 1.0 1.0 1.0 -3.332809939138315e-08 -3.332809939138315e-08
60.000099999999996 1.0 1.0 1.0 -3.332809939138315e-08 -3.332809939138315e-08
60.000299999999996 1.0 1.0 1.0 -3.332809939138315e-08 -3.332809939138315e-08
60.000699999999995 1.0 1.0 0.9999999403953552 -3.332809939138315e-08 -3.332809939138315e-08
60.001000000000005 1.0 1.0 0.9999998211860657 -3.332809939138315e-08 -3.332809939138315e-08
60.002200000000016 1.0 1.0 0.9999985694885254 -3.332809939138315e-08 -3.332809939138315e-08
60.003480000000025 1.0 1.0 0.9999973177909851 -3.332809939138315e-08 -3.332809939138315e-08
60.00604000000004 1.0 1.0 0.999994695186615 -3.332809939138315e-08 -3.332809939138315e-08
60.01116000000009 1.0 1.0 0.9999895095825195 -3.332809939138315e-08 -3.332809939138315e-08
60.021400000000185 1.0 1.0 0.9999790787696838 -3.332809939138315e-08 -3.332809939138315e-08
60.04188000000037 1.0 1.0 0.9999581575393677 -3.332809939138315e-08 -3.332809939138315e-08
60.082840000000736 1.0 1.0 0.9999158382415771 -3.332809939138315e-08 -3.332809939138315e-08
60.16476000000147 1.0 1.0 0.9998291730880737 -3.332809939138315e-08 -3.332809939138315e-08
60.328600000002936 1.0 1.0 0.9996479749679565 -3.332809939138315e-08 -3.332809939138315e-08
60.65628000000588 1.0 1.0 0.9992704391479492 -3.332809939138315e-08 -3.332809939138315e-08
60.66012000000591 1.0 1.0 0.999265730381012 -3.332809939138315e-08 -3.332809939138315e-08
60.66524000000596 1.0 1.0 0.9992594718933105 -3.332809939138315e-08 -3.332809939138315e-08
60.67548000000605 1.0 1.0 0.9992468953132629 -3.332809939138315e-08 -3.332809939138315e-08
60.70108000000628 1.0 1.0 0.9992152452468872 -3.332809939138315e-08 -3.332809939138315e-08
60.73180000000656 1.0 1.0 0.9991769790649414 -3.332809939138315e-08 -3.332809939138315e-08
60.783000000007014 1.0 1.0 0.9991126656532288 -3.332809939138315e-08 -3.332809939138315e-08
60.803480000007205 1.0 1.0 0.9990864396095276 -3.332809939138315e-08 -3.332809939138315e-08
