time a b c w1
0.0 0.0 0.0 0.0 0.0
0.00018749998775824395 1.8751873486053863e-21 1.8751873486053863e-21 1.0 1.8751873486053863e-21
0.0003749999755164879 3.7503746972107726e-21 3.7503746972107726e-21 1.0 -5.559198879012683e-09
0.0007499999510329758 7.500749394421545e-21 7.500749394421545e-21 1.0 -2.6693486532280986e-08
0.001 1.0000999731091105e-20 1.0000999731091105e-20 1.0 -3.3386303499582937e-08
29.999999999999996 3.000300019364487e-16 3.000300019364487e-16 1.0 -3.3386125863898997e-08
30.000099999999996 3.0003100778807355e-16 3.0003100778807355e-16 1.0 -3.336487708338609e-08
30.0003 3.0003299302154367e-16 3.0003299302154367e-16 1.0 -3.334388409825806e-08
30.0007 3.0003698995826353e-16 3.0003698995826353e-16 1.0 -3.333277476258445e-08
30.000822963437088 3.000382340379048e-16 1.0088306190425556e-08 1.0 -3.0789880867132524e-08
30.00089395651191 3.0003894872195405e-16 5.473960840163272e-08 1.0 2.6006899744857037e-08
30.00092969049473 3.000392928290889e-16 1.217392906482928e-07 1.0 5.459967766796581e-08
30.000964868002548 3.000396369362237e-16 2.775715017833136e-07 1.0 1.7626966553052625e-07
30.00097523626467 3.000397428153421e-16 3.8598739138251403e-07 1.0 6.020736691425554e-07
30.000986759632607 3.000398751642401e-16 5.539769745155354e-07 1.0 1.4182304539644974e-06
30.001001328726474 3.000400075131381e-16 8.113191825032118e-07 1.0 2.765860699582845e-06
30.161321605325057 3.016433879427313e-16 0.003355184569954872 1.0 0.0187438502907753
30.321641881923647 3.032467419025449e-16 0.006664706394076347 1.0 0.03734338656067848
30.468126256923647 3.047117383243804e-16 0.009632298722863197 1.0 0.05415912717580795
30.761095006923647 3.0764170469827184e-16 0.015396835282444954 1.0 0.08724532276391983
31.05406375692364 3.1057169754194287e-16 0.02096589282155037 1.0 0.11970216035842896
31.493516881923632 3.149666603376698e-16 0.0289776511490345 1.0 0.16727200150489807
31.78648563192363 3.1789665318134085e-16 0.034059420228004456 1.0 0.19812919199466705
32.079454381923625 3.208266195552323e-16 0.03895803168416023 1.0 0.22837285697460175
32.51890750692362 3.2522158235095923e-16 0.045863427221775055 1.0 0.27223318815231323
32.958360631923604 3.2961657161646577e-16 0.052237533032894135 1.0 0.3142492175102234
33.3978137569236 3.340115344121927e-16 0.05810371786355972 1.0 0.35445526242256165
