0u,-100
0.001u,-100
30u,-100
30.001u,-100
60u,-100
60.001u,-100
90u,-100
90.001u,-100
120u,-100
120.001u,-100
150u,-100
150.001u,-100
180u,-100
180.001u,100
210u,100
210.001u,100
240u,100
240.001u,-100
270u,-100
270.001u,-100
300u,-100
300.001u,-100
330u,-100
330.001u,-100
360u,-100
360.001u,100
390u,100
390.001u,-100
420u,-100
420.001u,100
450u,100
450.001u,-100
480u,-100
480.001u,-100
510u,-100
510.001u,100
540u,100
540.001u,100
570u,100
570.001u,100
600u,100
600.001u,-100
630u,-100
