time	V(a1)	V(b1)	V(c)	V(cin)	V(w1)	V(w2)	V(w3)	V(w4)
2.448239549222783e-004	9.622955e-002	1.684755e-001	9.580836e-002	1.000000e+000	8.859279e-001	8.838417e-001	8.944607e-001	4.109981e-002
2.456866291018986e-004	9.622955e-002	1.684755e-001	9.580836e-002	1.000000e+000	8.859279e-001	8.842271e-001	8.944607e-001	4.186053e-002
2.465493032815189e-004	9.622955e-002	1.684755e-001	9.580836e-002	1.000000e+000	8.859279e-001	8.845960e-001	8.944607e-001	4.262013e-002
2.474119774611392e-004	9.622955e-002	1.684755e-001	9.580836e-002	1.000000e+000	8.859279e-001	8.849483e-001	8.944607e-001	4.337859e-002
2.482746516407594e-004	9.622955e-002	1.684755e-001	9.580836e-002	1.000000e+000	8.859279e-001	8.852840e-001	8.944607e-001	4.413592e-002
2.491373258203797e-004	9.622955e-002	1.684755e-001	9.580836e-002	1.000000e+000	8.859279e-001	8.856031e-001	8.944607e-001	4.489213e-002
2.500000000000000e-004	9.622955e-002	1.684755e-001	9.580836e-002	1.000000e+000	8.859279e-001	8.859056e-001	8.944607e-001	4.564721e-002
2.500001000000000e-004	9.622955e-002	1.684755e-001	9.580836e-002	1.000000e+000	8.859279e-001	8.859055e-001	8.944607e-001	4.564754e-002
2.500003000000000e-004	9.614302e-002	1.684755e-001	9.580836e-002	1.000000e+000	8.858363e-001	8.859053e-001	8.944607e-001	4.565262e-002
2.500007000000000e-004	9.538292e-002	1.684762e-001	9.580836e-002	1.000000e+000	8.850310e-001	8.859053e-001	8.944607e-001	4.567941e-002
2.500010000000000e-004	9.417493e-002	1.684781e-001	9.580836e-002	1.000000e+000	8.837503e-001	8.859053e-001	8.944607e-001	4.570989e-002
2.500010800000000e-004	9.355840e-002	1.684796e-001	9.580836e-002	1.000000e+000	8.830951e-001	8.859053e-001	8.944607e-001	4.571841e-002
2.500022000000001e-004	8.476488e-002	1.684994e-001	9.580836e-002	1.000000e+000	8.736350e-001	8.859053e-001	8.944607e-001	4.583774e-002
2.500034800000001e-004	7.445765e-002	1.685221e-001	9.580836e-002	1.000000e+000	8.621173e-001	8.859053e-001	8.944607e-001	4.597409e-002
2.500060400000001e-004	5.389658e-002	1.685674e-001	9.580836e-002	1.000000e+000	8.374833e-001	8.859053e-001	8.944607e-001	4.624674e-002
2.500088077130046e-004	3.283930e-002	1.686163e-001	9.580836e-002	1.000000e+000	8.088291e-001	8.859053e-001	8.944607e-001	4.654142e-002
2.500113505263655e-004	1.575854e-002	1.686613e-001	9.580836e-002	1.000000e+000	7.806680e-001	8.859053e-001	8.944607e-001	4.681208e-002
2.500134278435537e-004	4.062811e-003	1.686980e-001	9.580836e-002	1.000000e+000	7.565395e-001	8.859053e-001	8.944607e-001	4.703316e-002
2.500143039236500e-004	3.627761e-004	1.687135e-001	9.580836e-002	1.000000e+000	7.460592e-001	8.859053e-001	8.944607e-001	4.712638e-002
2.500145203348658e-004	-3.783732e-008	1.687173e-001	9.580836e-002	1.000000e+000	7.434267e-001	8.859053e-001	8.944607e-001	4.714941e-002
2.500156592553540e-004	-3.810133e-008	1.687374e-001	9.580836e-002	1.000000e+000	7.293278e-001	8.859053e-001	8.944607e-001	4.727059e-002
2.500167981758421e-004	-3.830083e-008	1.687576e-001	9.580836e-002	1.000000e+000	7.149656e-001	8.859053e-001	8.944607e-001	4.739175e-002
2.500179370963303e-004	-3.843580e-008	1.687777e-001	9.580836e-002	1.000000e+000	7.003399e-001	8.859053e-001	8.944607e-001	4.751290e-002
2.500190760168185e-004	-3.850626e-008	1.687978e-001	9.580836e-002	1.000000e+000	6.854508e-001	8.859053e-001	8.944607e-001	4.763402e-002
2.500202149373066e-004	-3.851221e-008	1.688179e-001	9.580836e-002	1.000000e+000	6.702982e-001	8.859053e-001	8.944607e-001	4.775513e-002
2.500213538577948e-004	-3.845364e-008	1.688380e-001	9.580836e-002	1.000000e+000	6.548822e-001	8.859053e-001	8.944607e-001	4.787622e-002
2.500224927782829e-004	-3.833055e-008	1.688581e-001	9.580836e-002	1.000000e+000	6.392028e-001	8.859053e-001	8.944607e-001	4.799730e-002
2.500296303204881e-004	-3.862996e-008	1.689839e-001	9.580836e-002	1.000000e+000	5.373081e-001	8.859053e-001	8.944607e-001	4.875568e-002
2.500439054048984e-004	-3.903949e-008	1.692351e-001	9.580836e-002	1.000000e+000	3.227734e-001	8.859053e-001	8.944607e-001	5.027123e-002
2.500530961098381e-004	-3.922177e-008	1.693966e-001	9.580836e-002	1.000000e+000	1.801714e-001	8.859053e-001	8.944607e-001	5.124629e-002
2.500587836898814e-004	-3.930117e-008	1.694965e-001	9.580836e-002	1.000000e+000	9.297942e-002	8.859053e-001	8.944607e-001	5.184940e-002
2.500621182745820e-004	-3.933630e-008	1.695550e-001	9.580836e-002	1.000000e+000	4.667950e-002	8.859053e-001	8.944607e-001	5.220290e-002
2.500642556757168e-004	-3.935344e-008	1.695925e-001	9.580836e-002	1.000000e+000	2.253945e-002	8.859053e-001	8.944607e-001	5.242946e-002
2.500661726174488e-004	-3.936492e-008	1.696262e-001	9.580836e-002	1.000000e+000	5.850074e-003	8.859053e-001	8.944607e-001	5.263262e-002
2.500670231389208e-004	-3.936817e-008	1.696411e-001	9.580836e-002	1.000000e+000	4.881536e-004	8.859053e-001	8.944607e-001	5.272276e-002
2.500672193488847e-004	-3.936842e-008	1.696445e-001	9.580836e-002	1.000000e+000	-3.936846e-008	8.859053e-001	8.944607e-001	5.274355e-002
2.501328317562768e-004	-3.936842e-008	1.707860e-001	9.580836e-002	1.000000e+000	-3.936844e-008	8.859053e-001	8.944607e-001	5.966591e-002
2.501984441636688e-004	-3.936842e-008	1.719166e-001	9.580836e-002	1.000000e+000	-3.936842e-008	8.859053e-001	8.944607e-001	6.655159e-002
2.502640565710609e-004	-3.936842e-008	1.730362e-001	9.580836e-002	1.000000e+000	-3.936841e-008	8.859053e-001	8.944607e-001	7.340060e-002
2.503296689784530e-004	-3.936842e-008	1.741450e-001	9.580836e-002	1.000000e+000	-3.936840e-008	8.859053e-001	8.944607e-001	8.021294e-002
2.503952813858451e-004	-3.936842e-008	1.752428e-001	9.580836e-002	1.000000e+000	-3.936840e-008	8.859053e-001	8.944607e-001	8.698861e-002
2.504608937932372e-004	-3.936842e-008	1.763297e-001	9.580836e-002	1.000000e+000	-3.936841e-008	8.859053e-001	8.944607e-001	9.372761e-002
2.505265062006293e-004	-3.936842e-008	1.774057e-001	9.580836e-002	1.000000e+000	-3.936842e-008	8.859053e-001	8.944607e-001	1.004299e-001
2.509857894156519e-004	-3.936843e-008	1.847135e-001	9.580836e-002	1.000000e+000	-3.936842e-008	8.859053e-001	8.944607e-001	1.465741e-001
2.516205550406519e-004	-3.936843e-008	1.941875e-001	9.580836e-002	1.000000e+000	-3.936843e-008	8.859053e-001	8.944607e-001	2.081800e-001
2.522553206656519e-004	-3.936843e-008	2.029092e-001	9.580836e-002	1.000000e+000	-3.936843e-008	8.859053e-001	8.944607e-001	2.671219e-001
2.528900862906518e-004	-3.936843e-008	2.107971e-001	9.580836e-002	1.000000e+000	-3.936843e-008	8.859053e-001	8.944607e-001	3.230252e-001
2.535248519156518e-004	-3.936843e-008	2.178127e-001	9.580836e-002	1.000000e+000	-3.936843e-008	8.859053e-001	8.944607e-001	3.756380e-001
2.541596175406518e-004	-3.936843e-008	2.239557e-001	9.580836e-002	1.000000e+000	-3.936843e-008	8.859053e-001	8.944607e-001	4.248249e-001
2.547943831656518e-004	-3.936843e-008	2.292487e-001	9.580836e-002	1.000000e+000	-3.936843e-008	8.859053e-001	8.944607e-001	4.705107e-001
2.554291487906518e-004	-3.936843e-008	2.337109e-001	9.580836e-002	1.000000e+000	-3.936843e-008	8.859053e-001	8.944607e-001	5.125781e-001
2.560639144156518e-004	-3.936844e-008	2.374002e-001	9.580836e-002	1.000000e+000	-3.936844e-008	8.859053e-001	8.944607e-001	5.510746e-001
2.566986800406518e-004	-3.936844e-008	2.404212e-001	9.580836e-002	1.000000e+000	-3.936844e-008	8.859053e-001	8.944607e-001	5.862601e-001
2.573334456656517e-004	-3.936844e-008	2.428475e-001	9.580836e-002	1.000000e+000	-3.936844e-008	8.859053e-001	8.944607e-001	6.182352e-001
2.579682112906517e-004	-3.936844e-008	2.447190e-001	9.580836e-002	1.000000e+000	-3.936844e-008	8.859053e-001	8.944607e-001	6.469221e-001
2.592377425406517e-004	-3.936844e-008	2.471063e-001	9.580836e-002	1.000000e+000	-3.936844e-008	8.859053e-001	8.944607e-001	6.950374e-001
2.605072737906517e-004	-3.936845e-008	2.482844e-001	9.580836e-002	1.000000e+000	-3.936845e-008	8.859053e-001	8.944607e-001	7.327570e-001
2.617768050406516e-004	-3.936845e-008	2.487547e-001	9.580836e-002	1.000000e+000	-3.936845e-008	8.859053e-001	8.944607e-001	7.616657e-001
2.624115706656516e-004	-3.936846e-008	2.488488e-001	9.580836e-002	1.000000e+000	-3.936846e-008	8.859053e-001	8.944607e-001	7.734302e-001
2.630463362906516e-004	-3.936846e-008	2.488949e-001	9.580836e-002	1.000000e+000	-3.936846e-008	8.859053e-001	8.944607e-001	7.837446e-001
2.636811019156516e-004	-3.936846e-008	2.489152e-001	9.580836e-002	1.000000e+000	-3.936846e-008	8.859053e-001	8.944607e-001	7.928634e-001
2.643158675406516e-004	-3.936846e-008	2.489228e-001	9.580836e-002	1.000000e+000	-3.936846e-008	8.859053e-001	8.944607e-001	8.009439e-001
2.649506331656515e-004	-3.936846e-008	2.489249e-001	9.580836e-002	1.000000e+000	-3.936846e-008	8.859053e-001	8.944607e-001	8.080749e-001
2.668549300406515e-004	-3.936846e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936846e-008	8.859053e-001	8.944607e-001	8.248450e-001
2.687592269156515e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936847e-008	8.859053e-001	8.944607e-001	8.365443e-001
2.700287581656514e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936847e-008	8.859053e-001	8.944607e-001	8.422141e-001
2.712982894156514e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936847e-008	8.859053e-001	8.944607e-001	8.472744e-001
2.725678206656514e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936847e-008	8.859053e-001	8.944607e-001	8.517250e-001
2.738373519156513e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936847e-008	8.859053e-001	8.944607e-001	8.555660e-001
2.751068831656513e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936847e-008	8.859053e-001	8.944607e-001	8.587973e-001
2.763764144156513e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936847e-008	8.859053e-001	8.944607e-001	8.614191e-001
2.776459456656512e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936847e-008	8.859053e-001	8.944607e-001	8.634312e-001
2.786434345049369e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936847e-008	8.859053e-001	8.944607e-001	8.650131e-001
2.796409233442226e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936847e-008	8.859053e-001	8.944607e-001	8.664870e-001
2.806384121835083e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936847e-008	8.859053e-001	8.944607e-001	8.678528e-001
2.816359010227940e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936847e-008	8.859053e-001	8.944607e-001	8.691106e-001
2.826333898620797e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936847e-008	8.859053e-001	8.944607e-001	8.702602e-001
2.836308787013654e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936848e-008	8.859053e-001	8.944607e-001	8.713018e-001
2.846283675406511e-004	-3.936847e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936848e-008	8.859053e-001	8.944607e-001	8.722353e-001
2.865326644156510e-004	-3.936848e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936848e-008	8.859053e-001	8.944607e-001	8.739712e-001
2.884369612906510e-004	-3.936848e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936848e-008	8.859053e-001	8.944607e-001	8.755364e-001
2.897064925406509e-004	-3.936848e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936848e-008	8.859053e-001	8.944607e-001	8.765111e-001
2.907946621835080e-004	-3.936848e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936848e-008	8.859053e-001	8.944607e-001	8.772658e-001
2.918828318263652e-004	-3.936848e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936848e-008	8.859053e-001	8.944607e-001	8.779775e-001
2.929710014692223e-004	-3.936848e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936848e-008	8.859053e-001	8.944607e-001	8.786459e-001
2.940591711120794e-004	-3.936848e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936848e-008	8.859053e-001	8.944607e-001	8.792713e-001
2.951473407549365e-004	-3.936848e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936848e-008	8.859053e-001	8.944607e-001	8.798535e-001
2.962355103977936e-004	-3.936848e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936848e-008	8.859053e-001	8.944607e-001	8.803926e-001
2.973236800406507e-004	-3.936848e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936848e-008	8.859053e-001	8.944607e-001	8.808885e-001
2.998627425406507e-004	-3.936848e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.936848e-008	8.859053e-001	8.944607e-001	8.819594e-001
3.000000000000000e-004	-3.936851e-008	2.489252e-001	9.580836e-002	1.000000e+000	-4.464075e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.000001000000000e-004	-3.788737e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.964480e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.000003000000000e-004	-3.583102e-008	2.489252e-001	9.580836e-002	1.000000e+000	-3.583102e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.000007000000000e-004	-3.363053e-008	2.489252e-001	9.580845e-002	1.000000e+000	-3.137112e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.000010000000000e-004	-3.282524e-008	2.489252e-001	9.580866e-002	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.041946273487184e-004	-3.282524e-008	2.489252e-001	1.038531e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.048293929737184e-004	-3.282524e-008	2.489252e-001	1.050584e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.054641585987183e-004	-3.282524e-008	2.489252e-001	1.062610e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.060989242237183e-004	-3.282524e-008	2.489252e-001	1.074609e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.156204085987181e-004	-3.282524e-008	2.489252e-001	1.251330e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.162551742237181e-004	-3.282524e-008	2.489252e-001	1.262896e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.168899398487181e-004	-3.282524e-008	2.489252e-001	1.274434e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.175247054737180e-004	-3.282524e-008	2.489252e-001	1.285947e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.276809554737178e-004	-3.282524e-008	2.489252e-001	1.466530e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.283157210987178e-004	-3.282524e-008	2.489252e-001	1.477592e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.289504867237178e-004	-3.282524e-008	2.489252e-001	1.488629e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.295852523487177e-004	-3.282524e-008	2.489252e-001	1.499639e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.391067367237175e-004	-3.282524e-008	2.489252e-001	1.661691e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.397415023487175e-004	-3.282524e-008	2.489252e-001	1.672289e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.403762679737175e-004	-3.282524e-008	2.489252e-001	1.682862e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.410110335987175e-004	-3.282524e-008	2.489252e-001	1.693409e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.479934554737173e-004	-3.282524e-008	2.489252e-001	1.807764e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.486282210987173e-004	-3.282524e-008	2.489252e-001	1.818128e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.492629867237173e-004	-3.282524e-008	2.489252e-001	1.828825e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.498977523487172e-004	-3.282524e-008	2.489252e-001	1.839833e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.500000000000000e-004	-3.282524e-008	2.489252e-001	1.841588e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.500001000000000e-004	-3.282524e-008	2.489252e-001	1.841591e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.500003000000000e-004	-3.282524e-008	2.489252e-001	1.841611e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.500007000000000e-004	-2.447544e-009	2.489252e-001	1.841692e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.500008229636011e-004	2.358455e-007	2.489252e-001	1.841727e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.500008942042408e-004	9.015538e-007	2.489252e-001	1.841747e-001	1.000000e+000	-2.491725e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.500009306268070e-004	1.860112e-006	2.489252e-001	1.841756e-001	1.000000e+000	-2.516704e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.500009640193121e-004	3.559682e-006	2.489252e-001	1.841763e-001	1.000000e+000	-2.420599e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.500010000000000e-004	6.270383e-006	2.489252e-001	1.841770e-001	1.000000e+000	-1.582351e-008	8.859053e-001	8.944607e-001	8.820127e-001
3.500401474803200e-004	4.188410e-003	2.489252e-001	1.848738e-001	1.000000e+000	6.364685e-005	8.859053e-001	8.944607e-001	8.820127e-001
3.500792949606399e-004	8.362069e-003	2.489252e-001	1.855680e-001	1.000000e+000	1.272818e-004	8.859053e-001	8.944607e-001	8.820127e-001
3.501184424409599e-004	1.252725e-002	2.489252e-001	1.862597e-001	1.000000e+000	1.908892e-004	8.859053e-001	8.944607e-001	8.820127e-001
3.501575899212798e-004	1.668395e-002	2.489252e-001	1.869488e-001	1.000000e+000	2.544688e-004	8.859053e-001	8.944607e-001	8.820127e-001
3.501967374015998e-004	2.083217e-002	2.489252e-001	1.876353e-001	1.000000e+000	3.180207e-004	8.859053e-001	8.944607e-001	8.820127e-001
3.502358848819197e-004	2.497191e-002	2.489252e-001	1.883193e-001	1.000000e+000	3.815450e-004	8.859053e-001	8.944607e-001	8.820127e-001
3.502750323622397e-004	2.910317e-002	2.489252e-001	1.890007e-001	1.000000e+000	4.450416e-004	8.859053e-001	8.944607e-001	8.820127e-001
3.505490685760791e-004	5.772145e-002	2.489252e-001	1.936812e-001	1.000000e+000	8.957601e-004	8.859053e-001	8.944607e-001	8.820127e-001
3.510971410037581e-004	1.136091e-001	2.489252e-001	2.026436e-001	1.000000e+000	1.826728e-003	8.859053e-001	8.944607e-001	8.820127e-001
3.517319066287581e-004	1.760824e-001	2.489252e-001	2.123682e-001	1.000000e+000	2.934188e-003	8.859053e-001	8.944607e-001	8.820127e-001
3.523666722537580e-004	2.357460e-001	2.489252e-001	2.212927e-001	1.000000e+000	4.050230e-003	8.859053e-001	8.944607e-001	8.820127e-001
3.530014378787580e-004	2.923858e-001	2.489252e-001	2.293798e-001	1.000000e+000	5.164158e-003	8.859053e-001	8.944607e-001	8.820127e-001
3.536362035037580e-004	3.458847e-001	2.489252e-001	2.366260e-001	1.000000e+000	6.276132e-003	8.859053e-001	8.944607e-001	8.820127e-001
3.542709691287580e-004	3.961439e-001	2.489252e-001	2.430365e-001	1.000000e+000	7.386153e-003	8.859053e-001	8.944607e-001	8.820127e-001
3.549057347537580e-004	4.431175e-001	2.489252e-001	2.486354e-001	1.000000e+000	8.494219e-003	8.859053e-001	8.944607e-001	8.820127e-001
3.555405003787580e-004	4.867761e-001	2.489252e-001	2.534539e-001	1.000000e+000	9.600333e-003	8.859053e-001	8.944607e-001	8.820127e-001
3.561752660037579e-004	5.271162e-001	2.489252e-001	2.575332e-001	1.000000e+000	1.070449e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.568100316287579e-004	5.641322e-001	2.489252e-001	2.609179e-001	1.000000e+000	1.180670e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.574447972537579e-004	5.978314e-001	2.489252e-001	2.636583e-001	1.000000e+000	1.290695e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.580795628787579e-004	6.282800e-001	2.489252e-001	2.658186e-001	1.000000e+000	1.400525e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.587143285037579e-004	6.556317e-001	2.489252e-001	2.674767e-001	1.000000e+000	1.510160e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.599838597537579e-004	7.017999e-001	2.489252e-001	2.696074e-001	1.000000e+000	1.728844e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.606186253787578e-004	7.209946e-001	2.489252e-001	2.702238e-001	1.000000e+000	1.837894e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.618881566287578e-004	7.527398e-001	2.489252e-001	2.708865e-001	1.000000e+000	2.055409e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.625229222537578e-004	7.657520e-001	2.489252e-001	2.710353e-001	1.000000e+000	2.163876e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.631576878787578e-004	7.771236e-001	2.489252e-001	2.711154e-001	1.000000e+000	2.272148e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.637924535037578e-004	7.869565e-001	2.489252e-001	2.711520e-001	1.000000e+000	2.380227e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.644272191287577e-004	7.954682e-001	2.489252e-001	2.711649e-001	1.000000e+000	2.488112e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.650619847537577e-004	8.029438e-001	2.489252e-001	2.711683e-001	1.000000e+000	2.595810e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.656967503787577e-004	8.095549e-001	2.489252e-001	2.711686e-001	1.000000e+000	2.703333e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.663315160037577e-004	8.154141e-001	2.489252e-001	2.711684e-001	1.000000e+000	2.810681e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.676010472537577e-004	8.252681e-001	2.489252e-001	2.711683e-001	1.000000e+000	3.024790e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.682358128787577e-004	8.294281e-001	2.489252e-001	2.711683e-001	1.000000e+000	3.131545e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.688705785037576e-004	8.331912e-001	2.489252e-001	2.711683e-001	1.000000e+000	3.238102e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.695053441287576e-004	8.365926e-001	2.489252e-001	2.711683e-001	1.000000e+000	3.344457e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.701401097537576e-004	8.396575e-001	2.489252e-001	2.711683e-001	1.000000e+000	3.450615e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.707748753787576e-004	8.424427e-001	2.489252e-001	2.711683e-001	1.000000e+000	3.556583e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.726791722537575e-004	8.494887e-001	2.489252e-001	2.711683e-001	1.000000e+000	3.873346e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.739487035037575e-004	8.532628e-001	2.489252e-001	2.711683e-001	1.000000e+000	4.083572e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.752182347537575e-004	8.565184e-001	2.489252e-001	2.711683e-001	1.000000e+000	4.293071e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.758530003787575e-004	8.579767e-001	2.489252e-001	2.711683e-001	1.000000e+000	4.397564e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.764877660037574e-004	8.593315e-001	2.489252e-001	2.711683e-001	1.000000e+000	4.501868e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.771225316287574e-004	8.606049e-001	2.489252e-001	2.711683e-001	1.000000e+000	4.605972e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.777572972537574e-004	8.618041e-001	2.489252e-001	2.711683e-001	1.000000e+000	4.709888e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.783920628787574e-004	8.629253e-001	2.489252e-001	2.711683e-001	1.000000e+000	4.813628e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.796615941287574e-004	8.649556e-001	2.489252e-001	2.711683e-001	1.000000e+000	5.020549e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.802963597537574e-004	8.658919e-001	2.489252e-001	2.711683e-001	1.000000e+000	5.123714e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.809311253787573e-004	8.667836e-001	2.489252e-001	2.711683e-001	1.000000e+000	5.226691e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.822006566287573e-004	8.684176e-001	2.489252e-001	2.711683e-001	1.000000e+000	5.432114e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.828354222537573e-004	8.691651e-001	2.489252e-001	2.711683e-001	1.000000e+000	5.534548e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.841049535037573e-004	8.705398e-001	2.489252e-001	2.711683e-001	1.000000e+000	5.738857e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.847397191287572e-004	8.711772e-001	2.489252e-001	2.711683e-001	1.000000e+000	5.840726e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.853744847537572e-004	8.717931e-001	2.489252e-001	2.711683e-001	1.000000e+000	5.942398e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.860092503787572e-004	8.723880e-001	2.489252e-001	2.711683e-001	1.000000e+000	6.043883e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.866440160037572e-004	8.729561e-001	2.489252e-001	2.711683e-001	1.000000e+000	6.145196e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.879135472537572e-004	8.740115e-001	2.489252e-001	2.711683e-001	1.000000e+000	6.347275e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.883669512716143e-004	8.743615e-001	2.489252e-001	2.711683e-001	1.000000e+000	6.419269e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.888203552894714e-004	8.747027e-001	2.489252e-001	2.711683e-001	1.000000e+000	6.491167e-002	8.859053e-001	8.944607e-001	8.820127e-001
3.892737593073285e-004	8.750350e-001	2.489252e-001	2.711683e-001	1.000000e+000	6.562968e-002	8.859053e-001	8.944607e-001	8.820127e-001
