time a b c w1
0.0 0.0 0.0 0.0 0.0
2.34374997708231e-06 2.34398437508335e-23 2.34398437508335e-23 1.0801570415496826 2.34398437508335e-23
2.3531289769906394e-06 2.35336424679079e-23 2.35336424679079e-23 1.0037916898727417 2.35336424679079e-23
2.3718869768072985e-06 2.372124147977851e-23 2.372124147977851e-23 0.9922298789024353 2.372124147977851e-23
2.449126245505041e-06 2.449371143311084e-23 2.449371143311084e-23 0.9876051545143127 2.449371143311084e-23
0.00019360463173130613 1.9362399824984054e-21 1.9362399824984054e-21 0.9876051545143127 1.9362399824984054e-21
0.00038480681743822704 3.8484529531415596e-21 3.8484529531415596e-21 0.9876051545143127 -5.559486648820666e-09
0.0007672111888520689 7.672878894427868e-21 7.672878894427868e-21 0.9876051545143127 -2.7055030216160958e-08
0.001 1.0000999731091105e-20 1.0000999731091105e-20 0.9876051545143127 -3.338662679652771e-08
29.999999999999996 3.000300019364487e-16 3.000300019364487e-16 0.9876051545143127 -3.3386452713557446e-08
30.000099999999996 3.0003100778807355e-16 3.0003100778807355e-16 0.9876051545143127 -3.3365072482638425e-08
30.0003 3.0003299302154367e-16 3.0003299302154367e-16 0.9876051545143127 -3.3343951599817956e-08
30.0007 3.0003698995826353e-16 3.0003698995826353e-16 0.9876051545143127 -3.333277120987077e-08
30.000822963434942 1.2243985381132916e-08 3.000382340379048e-16 0.9876051545143127 -2.989690273125234e-08
30.000893956504502 6.468713564800055e-08 3.0003894872195405e-16 0.9876051545143127 3.417579108599966e-08
30.00092969962988 1.429726381729779e-07 3.000392928290889e-16 0.9876051545143127 7.776825583505342e-08
30.0009518274485 2.304159210098078e-07 3.000395310571053e-16 0.9876051545143127 7.442361038556555e-08
30.000964730109022 3.1993798188523215e-07 3.000396369362237e-16 0.9876051545143127 2.3511063318437664e-07
30.00097492521223 4.370309056866972e-07 3.000397428153421e-16 0.9876051545143127 6.771874723199289e-07
30.000986296947193 6.169619837237406e-07 3.000398751642401e-16 0.9876051545143127 1.5166918956310838e-06
30.001 8.758120770835376e-07 3.000400075131381e-16 0.9876051545143127 2.8136382752563804e-06
30.284840739854374 0.006340187042951584 3.028786796171833e-16 0.9876051545143127 0.03443187475204468
30.56868147970874 0.012483959086239338 3.057173781910081e-16 0.9876051545143127 0.06825479865074158
30.803056479708737 0.017419757321476936 3.0806135658407714e-16 0.9876051545143127 0.09575360268354416
31.037431479708733 0.022216739133000374 3.104053614469258e-16 0.9876051545143127 0.12281447649002075
31.271806479708733 0.02687278762459755 3.1274933983999487e-16 0.9876051545143127 0.14942684769630432
31.50618147970873 0.03138596564531326 3.1509331823306394e-16 0.9876051545143127 0.17558042705059052
31.974931479708722 0.0399763248860836 3.1978130148898167e-16 0.9876051545143127 0.22646957635879517
32.20930647970872 0.044050052762031555 3.2212527988205073e-16 0.9876051545143127 0.2511841058731079
32.678056479708715 0.05174693837761879 3.2681323666818886e-16 0.9876051545143127 0.2991001605987549
32.912431479708715 0.055367518216371536 3.2915721506125793e-16 0.9876051545143127 0.32228076457977295
33.38118147970871 0.06214803457260132 3.3384519831717566e-16 0.9876051545143127 0.36703598499298096
34.0843064797087 0.07115748524665833 3.4087715996616245e-16 0.9876051545143127 0.4299919903278351
34.553056479708694 0.07639223337173462 3.455651167523006e-16 0.9876051545143127 0.46907851099967957
35.02180647970869 0.08102121204137802 3.502530735384387e-16 0.9876051545143127 0.50580233335495
35.49055647970868 0.08506061136722565 3.5494105679435644e-16 0.9876051545143127 0.5401253700256348
36.19368147970867 0.09006843715906143 3.6197301844334323e-16 0.9876051545143127 0.5870802998542786
36.662431479708665 0.092754065990448 3.6666097522948136e-16 0.9876051545143127 0.615387499332428
36.896806479708665 0.09391574561595917 3.6900495362255043e-16 0.9876051545143127 0.6286507844924927
37.131181479708665 0.09496432542800903 3.713489584853991e-16 0.9876051545143127 0.641329824924469
37.36555647970866 0.09590591490268707 3.7369293687846816e-16 0.9876051545143127 0.6534339189529419
37.83430647970865 0.09749370068311691 3.783808936646063e-16 0.9876051545143127 0.6759620308876038
38.06868147970865 0.09815308451652527 3.8072487205767535e-16 0.9876051545143127 0.6864120960235596
